tweet_id,author_id,inbound,created_at,text,response_by_tweet_id,in_response_to_tweet_id
227,AppleSupport,False,Tue Oct 31 22:35:00 +0000 2017,@customer_4 Connect to Finder/iTunes on a Mac/PC and enter Recovery Mode to restore or update your device.,,226
228,user_228,True,Tue Oct 31 22:40:00 +0000 2017,@AppleSupport Forgot my Apple ID password and security questions. Cannot sign into iCloud.,229,
229,AppleSupport,False,Tue Oct 31 22:45:00 +0000 2017,@customer_5 You can reset your password securely at iforgot.apple.com or via the Support app on a trusted device.,,228
230,user_230,True,Tue Oct 31 22:50:00 +0000 2017,@AppleSupport My iCloud storage says full even after deleting hundreds of photos!,231,
231,AppleSupport,False,Tue Oct 31 22:55:00 +0000 2017,@customer_6 Photos stay in 'Recently Deleted' for 30 days. Be sure to empty that folder in the Photos app.,,230
232,user_232,True,Tue Oct 31 23:00:00 +0000 2017,@AppleSupport I was double charged for my Apple Music subscription this month! I want a refund.,233,
233,AppleSupport,False,Tue Oct 31 23:05:00 +0000 2017,@customer_7 We can help review charges. Please visit reportaproblem.apple.com to check purchase history and request a refund.,,232
234,user_234,True,Tue Oct 31 23:10:00 +0000 2017,@AppleSupport How do I cancel an app subscription that renewed automatically today?,235,
235,AppleSupport,False,Tue Oct 31 23:15:00 +0000 2017,"@customer_8 Go to Settings > [Your Name] > Subscriptions, tap the subscription, and select Cancel Subscription.",,234
236,user_236,True,Tue Oct 31 23:20:00 +0000 2017,@AppleSupport Left AirPod Pro won't connect or charge in the case.,237,
237,AppleSupport,False,Tue Oct 31 23:25:00 +0000 2017,"@customer_9 Clean the charging contacts inside the case and AirPod stem, then hold the setup button on case to reset.",,236
238,user_238,True,Tue Oct 31 23:30:00 +0000 2017,@AppleSupport Can I book a Genius Bar appointment for screen replacement online?,239,
239,AppleSupport,False,Tue Oct 31 23:35:00 +0000 2017,@user_2380 Yes! You can schedule an appointment via support.apple.com or the Apple Support iOS app.,,238
240,user_240,True,Tue Oct 31 22:10:00 +0000 2017,@AppleSupport My iPhone screen went completely black after the latest update and won't turn on!,241,
241,AppleSupport,False,Tue Oct 31 22:15:00 +0000 2017,"@user_240 We're here to help! Try a forced restart by pressing Volume Up, Volume Down, then hold Power button.",,240
242,user_242,True,Tue Oct 31 22:12:00 +0000 2017,@AppleSupport My iPhone 11 battery drains from 100% to 10% in just two hours. Is this a hardware glitch?,243,
243,AppleSupport,False,Tue Oct 31 22:18:00 +0000 2017,"@user_242 Battery health is vital. Check Settings > Battery > Battery Health, and send us a DM with your iOS version.",,242
244,user_244,True,Tue Oct 31 22:20:00 +0000 2017,"@AppleSupport Ever since updating to iOS 17, WiFi keeps disconnecting every few minutes.",245,
245,AppleSupport,False,Tue Oct 31 22:25:00 +0000 2017,@customer_3 Let's fix that. Go to Settings > General > Transfer or Reset > Reset Network Settings.,,244
246,user_246,True,Tue Oct 31 22:30:00 +0000 2017,@AppleSupport My phone is stuck on the Apple logo during software update. What should I do?,247,
247,AppleSupport,False,Tue Oct 31 22:35:00 +0000 2017,@customer_4 Connect to Finder/iTunes on a Mac/PC and enter Recovery Mode to restore or update your device.,,246
248,user_248,True,Tue Oct 31 22:40:00 +0000 2017,@AppleSupport Forgot my Apple ID password and security questions. Cannot sign into iCloud.,249,
249,AppleSupport,False,Tue Oct 31 22:45:00 +0000 2017,@customer_5 You can reset your password securely at iforgot.apple.com or via the Support app on a trusted device.,,248
250,user_250,True,Tue Oct 31 22:50:00 +0000 2017,@AppleSupport My iCloud storage says full even after deleting hundreds of photos!,251,
251,AppleSupport,False,Tue Oct 31 22:55:00 +0000 2017,@customer_6 Photos stay in 'Recently Deleted' for 30 days. Be sure to empty that folder in the Photos app.,,250
252,user_252,True,Tue Oct 31 23:00:00 +0000 2017,@AppleSupport I was double charged for my Apple Music subscription this month! I want a refund.,253,
253,AppleSupport,False,Tue Oct 31 23:05:00 +0000 2017,@customer_7 We can help review charges. Please visit reportaproblem.apple.com to check purchase history and request a refund.,,252
254,user_254,True,Tue Oct 31 23:10:00 +0000 2017,@AppleSupport How do I cancel an app subscription that renewed automatically today?,255,
255,AppleSupport,False,Tue Oct 31 23:15:00 +0000 2017,"@customer_8 Go to Settings > [Your Name] > Subscriptions, tap the subscription, and select Cancel Subscription.",,254
256,user_256,True,Tue Oct 31 23:20:00 +0000 2017,@AppleSupport Left AirPod Pro won't connect or charge in the case.,257,
257,AppleSupport,False,Tue Oct 31 23:25:00 +0000 2017,"@customer_9 Clean the charging contacts inside the case and AirPod stem, then hold the setup button on case to reset.",,256
258,user_258,True,Tue Oct 31 23:30:00 +0000 2017,@AppleSupport Can I book a Genius Bar appointment for screen replacement online?,259,
259,AppleSupport,False,Tue Oct 31 23:35:00 +0000 2017,@user_2580 Yes! You can schedule an appointment via support.apple.com or the Apple Support iOS app.,,258
260,user_260,True,Tue Oct 31 22:10:00 +0000 2017,@AppleSupport My iPhone screen went completely black after the latest update and won't turn on!,261,
261,AppleSupport,False,Tue Oct 31 22:15:00 +0000 2017,"@user_260 We're here to help! Try a forced restart by pressing Volume Up, Volume Down, then hold Power button.",,260
262,user_262,True,Tue Oct 31 22:12:00 +0000 2017,@AppleSupport My iPhone 11 battery drains from 100% to 10% in just two hours. Is this a hardware glitch?,263,
263,AppleSupport,False,Tue Oct 31 22:18:00 +0000 2017,"@user_262 Battery health is vital. Check Settings > Battery > Battery Health, and send us a DM with your iOS version.",,262
264,user_264,True,Tue Oct 31 22:20:00 +0000 2017,"@AppleSupport Ever since updating to iOS 17, WiFi keeps disconnecting every few minutes.",265,
265,AppleSupport,False,Tue Oct 31 22:25:00 +0000 2017,@customer_3 Let's fix that. Go to Settings > General > Transfer or Reset > Reset Network Settings.,,264
266,user_266,True,Tue Oct 31 22:30:00 +0000 2017,@AppleSupport My phone is stuck on the Apple logo during software update. What should I do?,267,
267,AppleSupport,False,Tue Oct 31 22:35:00 +0000 2017,@customer_4 Connect to Finder/iTunes on a Mac/PC and enter Recovery Mode to restore or update your device.,,266
268,user_268,True,Tue Oct 31 22:40:00 +0000 2017,@AppleSupport Forgot my Apple ID password and security questions. Cannot sign into iCloud.,269,
269,AppleSupport,False,Tue Oct 31 22:45:00 +0000 2017,@customer_5 You can reset your password securely at iforgot.apple.com or via the Support app on a trusted device.,,268
270,user_270,True,Tue Oct 31 22:50:00 +0000 2017,@AppleSupport My iCloud storage says full even after deleting hundreds of photos!,271,
271,AppleSupport,False,Tue Oct 31 22:55:00 +0000 2017,@customer_6 Photos stay in 'Recently Deleted' for 30 days. Be sure to empty that folder in the Photos app.,,270
272,user_272,True,Tue Oct 31 23:00:00 +0000 2017,@AppleSupport I was double charged for my Apple Music subscription this month! I want a refund.,273,
273,AppleSupport,False,Tue Oct 31 23:05:00 +0000 2017,@customer_7 We can help review charges. Please visit reportaproblem.apple.com to check purchase history and request a refund.,,272
274,user_274,True,Tue Oct 31 23:10:00 +0000 2017,@AppleSupport How do I cancel an app subscription that renewed automatically today?,275,
275,AppleSupport,False,Tue Oct 31 23:15:00 +0000 2017,"@customer_8 Go to Settings > [Your Name] > Subscriptions, tap the subscription, and select Cancel Subscription.",,274
276,user_276,True,Tue Oct 31 23:20:00 +0000 2017,@AppleSupport Left AirPod Pro won't connect or charge in the case.,277,
277,AppleSupport,False,Tue Oct 31 23:25:00 +0000 2017,"@customer_9 Clean the charging contacts inside the case and AirPod stem, then hold the setup button on case to reset.",,276
278,user_278,True,Tue Oct 31 23:30:00 +0000 2017,@AppleSupport Can I book a Genius Bar appointment for screen replacement online?,279,
279,AppleSupport,False,Tue Oct 31 23:35:00 +0000 2017,@user_2780 Yes! You can schedule an appointment via support.apple.com or the Apple Support iOS app.,,278
280,user_280,True,Tue Oct 31 22:10:00 +0000 2017,@AppleSupport My iPhone screen went completely black after the latest update and won't turn on!,281,
281,AppleSupport,False,Tue Oct 31 22:15:00 +0000 2017,"@user_280 We're here to help! Try a forced restart by pressing Volume Up, Volume Down, then hold Power button.",,280
282,user_282,True,Tue Oct 31 22:12:00 +0000 2017,@AppleSupport My iPhone 11 battery drains from 100% to 10% in just two hours. Is this a hardware glitch?,283,
283,AppleSupport,False,Tue Oct 31 22:18:00 +0000 2017,"@user_282 Battery health is vital. Check Settings > Battery > Battery Health, and send us a DM with your iOS version.",,282
284,user_284,True,Tue Oct 31 22:20:00 +0000 2017,"@AppleSupport Ever since updating to iOS 17, WiFi keeps disconnecting every few minutes.",285,
285,AppleSupport,False,Tue Oct 31 22:25:00 +0000 2017,@customer_3 Let's fix that. Go to Settings > General > Transfer or Reset > Reset Network Settings.,,284
286,user_286,True,Tue Oct 31 22:30:00 +0000 2017,@AppleSupport My phone is stuck on the Apple logo during software update. What should I do?,287,
287,AppleSupport,False,Tue Oct 31 22:35:00 +0000 2017,@customer_4 Connect to Finder/iTunes on a Mac/PC and enter Recovery Mode to restore or update your device.,,286
288,user_288,True,Tue Oct 31 22:40:00 +0000 2017,@AppleSupport Forgot my Apple ID password and security questions. Cannot sign into iCloud.,289,
289,AppleSupport,False,Tue Oct 31 22:45:00 +0000 2017,@customer_5 You can reset your password securely at iforgot.apple.com or via the Support app on a trusted device.,,288
290,user_290,True,Tue Oct 31 22:50:00 +0000 2017,@AppleSupport My iCloud storage says full even after deleting hundreds of photos!,291,
291,AppleSupport,False,Tue Oct 31 22:55:00 +0000 2017,@customer_6 Photos stay in 'Recently Deleted' for 30 days. Be sure to empty that folder in the Photos app.,,290
292,user_292,True,Tue Oct 31 23:00:00 +0000 2017,@AppleSupport I was double charged for my Apple Music subscription this month! I want a refund.,293,
293,AppleSupport,False,Tue Oct 31 23:05:00 +0000 2017,@customer_7 We can help review charges. Please visit reportaproblem.apple.com to check purchase history and request a refund.,,292
294,user_294,True,Tue Oct 31 23:10:00 +0000 2017,@AppleSupport How do I cancel an app subscription that renewed automatically today?,295,
295,AppleSupport,False,Tue Oct 31 23:15:00 +0000 2017,"@customer_8 Go to Settings > [Your Name] > Subscriptions, tap the subscription, and select Cancel Subscription.",,294
296,user_296,True,Tue Oct 31 23:20:00 +0000 2017,@AppleSupport Left AirPod Pro won't connect or charge in the case.,297,
297,AppleSupport,False,Tue Oct 31 23:25:00 +0000 2017,"@customer_9 Clean the charging contacts inside the case and AirPod stem, then hold the setup button on case to reset.",,296
298,user_298,True,Tue Oct 31 23:30:00 +0000 2017,@AppleSupport Can I book a Genius Bar appointment for screen replacement online?,299,
299,AppleSupport,False,Tue Oct 31 23:35:00 +0000 2017,@user_2980 Yes! You can schedule an appointment via support.apple.com or the Apple Support iOS app.,,298
300,user_300,True,Tue Oct 31 22:10:00 +0000 2017,@AppleSupport My iPhone screen went completely black after the latest update and won't turn on!,301,
301,AppleSupport,False,Tue Oct 31 22:15:00 +0000 2017,"@user_300 We're here to help! Try a forced restart by pressing Volume Up, Volume Down, then hold Power button.",,300
302,user_302,True,Tue Oct 31 22:12:00 +0000 2017,@AppleSupport My iPhone 11 battery drains from 100% to 10% in just two hours. Is this a hardware glitch?,303,
303,AppleSupport,False,Tue Oct 31 22:18:00 +0000 2017,"@user_302 Battery health is vital. Check Settings > Battery > Battery Health, and send us a DM with your iOS version.",,302
304,user_304,True,Tue Oct 31 22:20:00 +0000 2017,"@AppleSupport Ever since updating to iOS 17, WiFi keeps disconnecting every few minutes.",305,
305,AppleSupport,False,Tue Oct 31 22:25:00 +0000 2017,@customer_3 Let's fix that. Go to Settings > General > Transfer or Reset > Reset Network Settings.,,304
306,user_306,True,Tue Oct 31 22:30:00 +0000 2017,@AppleSupport My phone is stuck on the Apple logo during software update. What should I do?,307,
307,AppleSupport,False,Tue Oct 31 22:35:00 +0000 2017,@customer_4 Connect to Finder/iTunes on a Mac/PC and enter Recovery Mode to restore or update your device.,,306
308,user_308,True,Tue Oct 31 22:40:00 +0000 2017,@AppleSupport Forgot my Apple ID password and security questions. Cannot sign into iCloud.,309,
309,AppleSupport,False,Tue Oct 31 22:45:00 +0000 2017,@customer_5 You can reset your password securely at iforgot.apple.com or via the Support app on a trusted device.,,308
310,user_310,True,Tue Oct 31 22:50:00 +0000 2017,@AppleSupport My iCloud storage says full even after deleting hundreds of photos!,311,
311,AppleSupport,False,Tue Oct 31 22:55:00 +0000 2017,@customer_6 Photos stay in 'Recently Deleted' for 30 days. Be sure to empty that folder in the Photos app.,,310
312,user_312,True,Tue Oct 31 23:00:00 +0000 2017,@AppleSupport I was double charged for my Apple Music subscription this month! I want a refund.,313,
313,AppleSupport,False,Tue Oct 31 23:05:00 +0000 2017,@customer_7 We can help review charges. Please visit reportaproblem.apple.com to check purchase history and request a refund.,,312
314,user_314,True,Tue Oct 31 23:10:00 +0000 2017,@AppleSupport How do I cancel an app subscription that renewed automatically today?,315,
315,AppleSupport,False,Tue Oct 31 23:15:00 +0000 2017,"@customer_8 Go to Settings > [Your Name] > Subscriptions, tap the subscription, and select Cancel Subscription.",,314
316,user_316,True,Tue Oct 31 23:20:00 +0000 2017,@AppleSupport Left AirPod Pro won't connect or charge in the case.,317,
317,AppleSupport,False,Tue Oct 31 23:25:00 +0000 2017,"@customer_9 Clean the charging contacts inside the case and AirPod stem, then hold the setup button on case to reset.",,316
318,user_318,True,Tue Oct 31 23:30:00 +0000 2017,@AppleSupport Can I book a Genius Bar appointment for screen replacement online?,319,
319,AppleSupport,False,Tue Oct 31 23:35:00 +0000 2017,@user_3180 Yes! You can schedule an appointment via support.apple.com or the Apple Support iOS app.,,318
320,user_320,True,Tue Oct 31 22:10:00 +0000 2017,@AppleSupport My iPhone screen went completely black after the latest update and won't turn on!,321,
321,AppleSupport,False,Tue Oct 31 22:15:00 +0000 2017,"@user_320 We're here to help! Try a forced restart by pressing Volume Up, Volume Down, then hold Power button.",,320
322,user_322,True,Tue Oct 31 22:12:00 +0000 2017,@AppleSupport My iPhone 11 battery drains from 100% to 10% in just two hours. Is this a hardware glitch?,323,
323,AppleSupport,False,Tue Oct 31 22:18:00 +0000 2017,"@user_322 Battery health is vital. Check Settings > Battery > Battery Health, and send us a DM with your iOS version.",,322
324,user_324,True,Tue Oct 31 22:20:00 +0000 2017,"@AppleSupport Ever since updating to iOS 17, WiFi keeps disconnecting every few minutes.",325,
325,AppleSupport,False,Tue Oct 31 22:25:00 +0000 2017,@customer_3 Let's fix that. Go to Settings > General > Transfer or Reset > Reset Network Settings.,,324
326,user_326,True,Tue Oct 31 22:30:00 +0000 2017,@AppleSupport My phone is stuck on the Apple logo during software update. What should I do?,327,
327,AppleSupport,False,Tue Oct 31 22:35:00 +0000 2017,@customer_4 Connect to Finder/iTunes on a Mac/PC and enter Recovery Mode to restore or update your device.,,326
328,user_328,True,Tue Oct 31 22:40:00 +0000 2017,@AppleSupport Forgot my Apple ID password and security questions. Cannot sign into iCloud.,329,
329,AppleSupport,False,Tue Oct 31 22:45:00 +0000 2017,@customer_5 You can reset your password securely at iforgot.apple.com or via the Support app on a trusted device.,,328
330,user_330,True,Tue Oct 31 22:50:00 +0000 2017,@AppleSupport My iCloud storage says full even after deleting hundreds of photos!,331,
331,AppleSupport,False,Tue Oct 31 22:55:00 +0000 2017,@customer_6 Photos stay in 'Recently Deleted' for 30 days. Be sure to empty that folder in the Photos app.,,330
332,user_332,True,Tue Oct 31 23:00:00 +0000 2017,@AppleSupport I was double charged for my Apple Music subscription this month! I want a refund.,333,
333,AppleSupport,False,Tue Oct 31 23:05:00 +0000 2017,@customer_7 We can help review charges. Please visit reportaproblem.apple.com to check purchase history and request a refund.,,332
334,user_334,True,Tue Oct 31 23:10:00 +0000 2017,@AppleSupport How do I cancel an app subscription that renewed automatically today?,335,
335,AppleSupport,False,Tue Oct 31 23:15:00 +0000 2017,"@customer_8 Go to Settings > [Your Name] > Subscriptions, tap the subscription, and select Cancel Subscription.",,334
336,user_336,True,Tue Oct 31 23:20:00 +0000 2017,@AppleSupport Left AirPod Pro won't connect or charge in the case.,337,
337,AppleSupport,False,Tue Oct 31 23:25:00 +0000 2017,"@customer_9 Clean the charging contacts inside the case and AirPod stem, then hold the setup button on case to reset.",,336
338,user_338,True,Tue Oct 31 23:30:00 +0000 2017,@AppleSupport Can I book a Genius Bar appointment for screen replacement online?,339,
339,AppleSupport,False,Tue Oct 31 23:35:00 +0000 2017,@user_3380 Yes! You can schedule an appointment via support.apple.com or the Apple Support iOS app.,,338
340,user_340,True,Tue Oct 31 22:10:00 +0000 2017,@AppleSupport My iPhone screen went completely black after the latest update and won't turn on!,341,
341,AppleSupport,False,Tue Oct 31 22:15:00 +0000 2017,"@user_340 We're here to help! Try a forced restart by pressing Volume Up, Volume Down, then hold Power button.",,340
342,user_342,True,Tue Oct 31 22:12:00 +0000 2017,@AppleSupport My iPhone 11 battery drains from 100% to 10% in just two hours. Is this a hardware glitch?,343,
343,AppleSupport,False,Tue Oct 31 22:18:00 +0000 2017,"@user_342 Battery health is vital. Check Settings > Battery > Battery Health, and send us a DM with your iOS version.",,342
344,user_344,True,Tue Oct 31 22:20:00 +0000 2017,"@AppleSupport Ever since updating to iOS 17, WiFi keeps disconnecting every few minutes.",345,
345,AppleSupport,False,Tue Oct 31 22:25:00 +0000 2017,@customer_3 Let's fix that. Go to Settings > General > Transfer or Reset > Reset Network Settings.,,344
346,user_346,True,Tue Oct 31 22:30:00 +0000 2017,@AppleSupport My phone is stuck on the Apple logo during software update. What should I do?,347,
347,AppleSupport,False,Tue Oct 31 22:35:00 +0000 2017,@customer_4 Connect to Finder/iTunes on a Mac/PC and enter Recovery Mode to restore or update your device.,,346
348,user_348,True,Tue Oct 31 22:40:00 +0000 2017,@AppleSupport Forgot my Apple ID password and security questions. Cannot sign into iCloud.,349,
349,AppleSupport,False,Tue Oct 31 22:45:00 +0000 2017,@customer_5 You can reset your password securely at iforgot.apple.com or via the Support app on a trusted device.,,348
350,user_350,True,Tue Oct 31 22:50:00 +0000 2017,@AppleSupport My iCloud storage says full even after deleting hundreds of photos!,351,
351,AppleSupport,False,Tue Oct 31 22:55:00 +0000 2017,@customer_6 Photos stay in 'Recently Deleted' for 30 days. Be sure to empty that folder in the Photos app.,,350
352,user_352,True,Tue Oct 31 23:00:00 +0000 2017,@AppleSupport I was double charged for my Apple Music subscription this month! I want a refund.,353,
353,AppleSupport,False,Tue Oct 31 23:05:00 +0000 2017,@customer_7 We can help review charges. Please visit reportaproblem.apple.com to check purchase history and request a refund.,,352
354,user_354,True,Tue Oct 31 23:10:00 +0000 2017,@AppleSupport How do I cancel an app subscription that renewed automatically today?,355,
355,AppleSupport,False,Tue Oct 31 23:15:00 +0000 2017,"@customer_8 Go to Settings > [Your Name] > Subscriptions, tap the subscription, and select Cancel Subscription.",,354
356,user_356,True,Tue Oct 31 23:20:00 +0000 2017,@AppleSupport Left AirPod Pro won't connect or charge in the case.,357,
357,AppleSupport,False,Tue Oct 31 23:25:00 +0000 2017,"@customer_9 Clean the charging contacts inside the case and AirPod stem, then hold the setup button on case to reset.",,356
358,user_358,True,Tue Oct 31 23:30:00 +0000 2017,@AppleSupport Can I book a Genius Bar appointment for screen replacement online?,359,
359,AppleSupport,False,Tue Oct 31 23:35:00 +0000 2017,@user_3580 Yes! You can schedule an appointment via support.apple.com or the Apple Support iOS app.,,358
360,user_360,True,Tue Oct 31 22:10:00 +0000 2017,@AppleSupport My iPhone screen went completely black after the latest update and won't turn on!,361,
361,AppleSupport,False,Tue Oct 31 22:15:00 +0000 2017,"@user_360 We're here to help! Try a forced restart by pressing Volume Up, Volume Down, then hold Power button.",,360
362,user_362,True,Tue Oct 31 22:12:00 +0000 2017,@AppleSupport My iPhone 11 battery drains from 100% to 10% in just two hours. Is this a hardware glitch?,363,
363,AppleSupport,False,Tue Oct 31 22:18:00 +0000 2017,"@user_362 Battery health is vital. Check Settings > Battery > Battery Health, and send us a DM with your iOS version.",,362
364,user_364,True,Tue Oct 31 22:20:00 +0000 2017,"@AppleSupport Ever since updating to iOS 17, WiFi keeps disconnecting every few minutes.",365,
365,AppleSupport,False,Tue Oct 31 22:25:00 +0000 2017,@customer_3 Let's fix that. Go to Settings > General > Transfer or Reset > Reset Network Settings.,,364
366,user_366,True,Tue Oct 31 22:30:00 +0000 2017,@AppleSupport My phone is stuck on the Apple logo during software update. What should I do?,367,
367,AppleSupport,False,Tue Oct 31 22:35:00 +0000 2017,@customer_4 Connect to Finder/iTunes on a Mac/PC and enter Recovery Mode to restore or update your device.,,366
368,user_368,True,Tue Oct 31 22:40:00 +0000 2017,@AppleSupport Forgot my Apple ID password and security questions. Cannot sign into iCloud.,369,
369,AppleSupport,False,Tue Oct 31 22:45:00 +0000 2017,@customer_5 You can reset your password securely at iforgot.apple.com or via the Support app on a trusted device.,,368
370,user_370,True,Tue Oct 31 22:50:00 +0000 2017,@AppleSupport My iCloud storage says full even after deleting hundreds of photos!,371,
371,AppleSupport,False,Tue Oct 31 22:55:00 +0000 2017,@customer_6 Photos stay in 'Recently Deleted' for 30 days. Be sure to empty that folder in the Photos app.,,370
372,user_372,True,Tue Oct 31 23:00:00 +0000 2017,@AppleSupport I was double charged for my Apple Music subscription this month! I want a refund.,373,
373,AppleSupport,False,Tue Oct 31 23:05:00 +0000 2017,@customer_7 We can help review charges. Please visit reportaproblem.apple.com to check purchase history and request a refund.,,372
374,user_374,True,Tue Oct 31 23:10:00 +0000 2017,@AppleSupport How do I cancel an app subscription that renewed automatically today?,375,
375,AppleSupport,False,Tue Oct 31 23:15:00 +0000 2017,"@customer_8 Go to Settings > [Your Name] > Subscriptions, tap the subscription, and select Cancel Subscription.",,374
376,user_376,True,Tue Oct 31 23:20:00 +0000 2017,@AppleSupport Left AirPod Pro won't connect or charge in the case.,377,
377,AppleSupport,False,Tue Oct 31 23:25:00 +0000 2017,"@customer_9 Clean the charging contacts inside the case and AirPod stem, then hold the setup button on case to reset.",,376
378,user_378,True,Tue Oct 31 23:30:00 +0000 2017,@AppleSupport Can I book a Genius Bar appointment for screen replacement online?,379,
379,AppleSupport,False,Tue Oct 31 23:35:00 +0000 2017,@user_3780 Yes! You can schedule an appointment via support.apple.com or the Apple Support iOS app.,,378
380,user_380,True,Tue Oct 31 22:10:00 +0000 2017,@AppleSupport My iPhone screen went completely black after the latest update and won't turn on!,381,
381,AppleSupport,False,Tue Oct 31 22:15:00 +0000 2017,"@user_380 We're here to help! Try a forced restart by pressing Volume Up, Volume Down, then hold Power button.",,380
382,user_382,True,Tue Oct 31 22:12:00 +0000 2017,@AppleSupport My iPhone 11 battery drains from 100% to 10% in just two hours. Is this a hardware glitch?,383,
383,AppleSupport,False,Tue Oct 31 22:18:00 +0000 2017,"@user_382 Battery health is vital. Check Settings > Battery > Battery Health, and send us a DM with your iOS version.",,382
384,user_384,True,Tue Oct 31 22:20:00 +0000 2017,"@AppleSupport Ever since updating to iOS 17, WiFi keeps disconnecting every few minutes.",385,
385,AppleSupport,False,Tue Oct 31 22:25:00 +0000 2017,@customer_3 Let's fix that. Go to Settings > General > Transfer or Reset > Reset Network Settings.,,384
386,user_386,True,Tue Oct 31 22:30:00 +0000 2017,@AppleSupport My phone is stuck on the Apple logo during software update. What should I do?,387,
387,AppleSupport,False,Tue Oct 31 22:35:00 +0000 2017,@customer_4 Connect to Finder/iTunes on a Mac/PC and enter Recovery Mode to restore or update your device.,,386
388,user_388,True,Tue Oct 31 22:40:00 +0000 2017,@AppleSupport Forgot my Apple ID password and security questions. Cannot sign into iCloud.,389,
389,AppleSupport,False,Tue Oct 31 22:45:00 +0000 2017,@customer_5 You can reset your password securely at iforgot.apple.com or via the Support app on a trusted device.,,388
390,user_390,True,Tue Oct 31 22:50:00 +0000 2017,@AppleSupport My iCloud storage says full even after deleting hundreds of photos!,391,
391,AppleSupport,False,Tue Oct 31 22:55:00 +0000 2017,@customer_6 Photos stay in 'Recently Deleted' for 30 days. Be sure to empty that folder in the Photos app.,,390
